dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
3/19/2020,19,3,2020,3,0,Honduras,HN,HND,9746115,America,
3/18/2020,18,3,2020,1,0,Honduras,HN,HND,9746115,America,
3/17/2020,17,3,2020,2,0,Honduras,HN,HND,9746115,America,
3/16/2020,16,3,2020,3,0,Honduras,HN,HND,9746115,America,
3/14/2020,14,3,2020,1,0,Honduras,HN,HND,9746115,America,
3/12/2020,12,3,2020,2,0,Honduras,HN,HND,9746115,America,
8/10/2020,10,8,2020,43,0,Hungary,HU,HUN,9772756,Europe,2.53766696
8/9/2020,9,8,2020,32,0,Hungary,HU,HUN,9772756,Europe,2.23069112
8/8/2020,8,8,2020,24,2,Hungary,HU,HUN,9772756,Europe,2.01580803
8/7/2020,7,8,2020,33,1,Hungary,HU,HUN,9772756,Europe,2.03627308
8/6/2020,6,8,2020,11,1,Hungary,HU,HUN,9772756,Europe,1.88278516
8/5/2020,5,8,2020,9,1,Hungary,HU,HUN,9772756,Europe,1.91348275
8/4/2020,4,8,2020,9,0,Hungary,HU,HUN,9772756,Europe,2.01580803
8/3/2020,3,8,2020,9,0,Hungary,HU,HUN,9772756,Europe,2.06697067
8/2/2020,2,8,2020,21,1,Hungary,HU,HUN,9772756,Europe,2.15906342
8/1/2020,1,8,2020,0,0,Hungary,HU,HUN,9772756,Europe,2.16929595
7/31/2020,31,7,2020,21,0,Hungary,HU,HUN,9772756,Europe,2.31255134
7/30/2020,30,7,2020,19,0,Hungary,HU,HUN,9772756,Europe,2.2613887
7/29/2020,29,7,2020,9,0,Hungary,HU,HUN,9772756,Europe,2.06697067
7/28/2020,28,7,2020,8,0,Hungary,HU,HUN,9772756,Europe,2.13859836
7/27/2020,27,7,2020,13,0,Hungary,HU,HUN,9772756,Europe,2.189761
7/26/2020,26,7,2020,11,0,Hungary,HU,HUN,9772756,Europe,2.10790078
7/25/2020,25,7,2020,26,0,Hungary,HU,HUN,9772756,Europe,2.05673814
7/24/2020,24,7,2020,18,0,Hungary,HU,HUN,9772756,Europe,1.82138999
7/23/2020,23,7,2020,14,0,Hungary,HU,HUN,9772756,Europe,1.73952977
7/22/2020,22,7,2020,19,0,Hungary,HU,HUN,9772756,Europe,1.64743702
7/21/2020,21,7,2020,14,0,Hungary,HU,HUN,9772756,Europe,1.61673943
7/20/2020,20,7,2020,18,0,Hungary,HU,HUN,9772756,Europe,1.53487921
7/19/2020,19,7,2020,22,1,Hungary,HU,HUN,9772756,Europe,1.3506937
7/18/2020,18,7,2020,14,0,Hungary,HU,HUN,9772756,Europe,1.2381359
7/17/2020,17,7,2020,16,0,Hungary,HU,HUN,9772756,Europe,1.15627567
7/16/2020,16,7,2020,0,0,Hungary,HU,HUN,9772756,Europe,1.08464797
7/15/2020,15,7,2020,16,0,Hungary,HU,HUN,9772756,Europe,1.10511303
7/14/2020,14,7,2020,13,0,Hungary,HU,HUN,9772756,Europe,1.04371786
7/13/2020,13,7,2020,5,0,Hungary,HU,HUN,9772756,Europe,0.94139258
7/12/2020,12,7,2020,6,2,Hungary,HU,HUN,9772756,Europe,0.93116005
7/11/2020,11,7,2020,3,2,Hungary,HU,HUN,9772756,Europe,0.98232269
7/10/2020,10,7,2020,10,2,Hungary,HU,HUN,9772756,Europe,0.99255522
7/9/2020,9,7,2020,5,0,Hungary,HU,HUN,9772756,Europe,0.98232269
7/8/2020,8,7,2020,16,0,Hungary,HU,HUN,9772756,Europe,1.00278775
7/7/2020,7,7,2020,6,0,Hungary,HU,HUN,9772756,Europe,0.8390673
7/6/2020,6,7,2020,0,0,Hungary,HU,HUN,9772756,Europe,0.82883477
7/5/2020,5,7,2020,11,1,Hungary,HU,HUN,9772756,Europe,0.910695
7/4/2020,4,7,2020,6,1,Hungary,HU,HUN,9772756,Europe,0.87999741
7/3/2020,3,7,2020,9,1,Hungary,HU,HUN,9772756,Europe,0.86976489
7/2/2020,2,7,2020,2,1,Hungary,HU,HUN,9772756,Europe,0.79813719
7/1/2020,1,7,2020,10,0,Hungary,HU,HUN,9772756,Europe,0.78790466
6/30/2020,30,6,2020,3,4,Hungary,HU,HUN,9772756,Europe,0.69581191
6/29/2020,29,6,2020,4,3,Hungary,HU,HUN,9772756,Europe,0.67534685
6/28/2020,28,6,2020,11,0,Hungary,HU,HUN,9772756,Europe,0.75720708
6/27/2020,27,6,2020,4,1,Hungary,HU,HUN,9772756,Europe,0.75720708
6/26/2020,26,6,2020,9,1,Hungary,HU,HUN,9772756,Europe,0.85953236
6/25/2020,25,6,2020,7,3,Hungary,HU,HUN,9772756,Europe,0.89022994
6/24/2020,24,6,2020,0,0,Hungary,HU,HUN,9772756,Europe,0.92092753
6/23/2020,23,6,2020,5,1,Hungary,HU,HUN,9772756,Europe,0.95162511
6/22/2020,22,6,2020,8,2,Hungary,HU,HUN,9772756,Europe,1.3506937
6/21/2020,21,6,2020,8,0,Hungary,HU,HUN,9772756,Europe,1.26883348
6/20/2020,20,6,2020,5,2,Hungary,HU,HUN,9772756,Europe,1.18697326
6/19/2020,19,6,2020,2,0,Hungary,HU,HUN,9772756,Europe,1.29953106
6/18/2020,18,6,2020,1,1,Hungary,HU,HUN,9772756,Europe,1.51441415
6/17/2020,17,6,2020,1,2,Hungary,HU,HUN,9772756,Europe,1.50418162
6/16/2020,16,6,2020,1,2,Hungary,HU,HUN,9772756,Europe,1.59627438
6/15/2020,15,6,2020,12,4,Hungary,HU,HUN,9772756,Europe,2.04650561
6/14/2020,14,6,2020,11,4,Hungary,HU,HUN,9772756,Europe,2.01580803
6/13/2020,13,6,2020,14,2,Hungary,HU,HUN,9772756,Europe,2.16929595
6/12/2020,12,6,2020,12,2,Hungary,HU,HUN,9772756,Europe,2.02604056
6/11/2020,11,6,2020,10,1,Hungary,HU,HUN,9772756,Europe,2.15906342
6/10/2020,10,6,2020,3,2,Hungary,HU,HUN,9772756,Europe,2.29208629
6/9/2020,9,6,2020,44,6,Hungary,HU,HUN,9772756,Europe,2.48650432
6/8/2020,8,6,2020,0,0,Hungary,HU,HUN,9772756,Europe,2.189761
6/7/2020,7,6,2020,0,0,Hungary,HU,HUN,9772756,Europe,2.34324893
6/6/2020,6,6,2020,16,3,Hungary,HU,HUN,9772756,Europe,2.62975971
6/5/2020,5,6,2020,23,5,Hungary,HU,HUN,9772756,Europe,2.82417774
6/4/2020,4,6,2020,0,0,Hungary,HU,HUN,9772756,Europe,2.96743314
6/3/2020,3,6,2020,10,2,Hungary,HU,HUN,9772756,Europe,3.40743184
6/2/2020,2,6,2020,45,6,Hungary,HU,HUN,9772756,Europe,3.73487274
6/1/2020,1,6,2020,9,2,Hungary,HU,HUN,9772756,Europe,3.48929207
5/31/2020,31,5,2020,26,7,Hungary,HU,HUN,9772756,Europe,3.66324505
5/30/2020,30,5,2020,0,0,Hungary,HU,HUN,9772756,Europe,3.76557033
5/29/2020,29,5,2020,25,8,Hungary,HU,HUN,9772756,Europe,4.3385919
5/28/2020,28,5,2020,23,4,Hungary,HU,HUN,9772756,Europe,4.46138223
5/27/2020,27,5,2020,22,6,Hungary,HU,HUN,9772756,Europe,4.62510268
5/26/2020,26,5,2020,15,8,Hungary,HU,HUN,9772756,Europe,4.68649785
5/25/2020,25,5,2020,15,5,Hungary,HU,HUN,9772756,Europe,4.82975324
5/24/2020,24,5,2020,28,4,Hungary,HU,HUN,9772756,Europe,4.89114841
5/23/2020,23,5,2020,35,6,Hungary,HU,HUN,9772756,Europe,5.11626403
5/22/2020,22,5,2020,37,3,Hungary,HU,HUN,9772756,Europe,5.11626403
5/21/2020,21,5,2020,43,3,Hungary,HU,HUN,9772756,Europe,5.02417128
5/20/2020,20,5,2020,42,3,Hungary,HU,HUN,9772756,Europe,4.98324117
5/19/2020,19,5,2020,21,5,Hungary,HU,HUN,9772756,Europe,5.02417128
5/18/2020,18,5,2020,26,11,Hungary,HU,HUN,9772756,Europe,5.11626403
5/17/2020,17,5,2020,36,3,Hungary,HU,HUN,9772756,Europe,5.22882184
5/16/2020,16,5,2020,56,6,Hungary,HU,HUN,9772756,Europe,5.4334724
5/15/2020,15,5,2020,37,6,Hungary,HU,HUN,9772756,Europe,5.66882055
5/14/2020,14,5,2020,39,6,Hungary,HU,HUN,9772756,Europe,6.19067948
5/13/2020,13,5,2020,28,5,Hungary,HU,HUN,9772756,Europe,6.28277223
5/12/2020,12,5,2020,29,4,Hungary,HU,HUN,9772756,Europe,6.79439863
5/11/2020,11,5,2020,21,8,Hungary,HU,HUN,9772756,Europe,7.17300217
5/10/2020,10,5,2020,50,8,Hungary,HU,HUN,9772756,Europe,7.80741891
5/9/2020,9,5,2020,35,13,Hungary,HU,HUN,9772756,Europe,7.87904661
5/8/2020,8,5,2020,28,9,Hungary,HU,HUN,9772756,Europe,8.13485981
5/7/2020,7,5,2020,39,10,Hungary,HU,HUN,9772756,Europe,8.8613693
5/6/2020,6,5,2020,46,10,Hungary,HU,HUN,9772756,Europe,9.64927396
5/5/2020,5,5,2020,30,12,Hungary,HU,HUN,9772756,Europe,9.89485463
5/4/2020,4,5,2020,37,11,Hungary,HU,HUN,9772756,Europe,10.75438699
5/3/2020,3,5,2020,56,5,Hungary,HU,HUN,9772756,Europe,11.07159536
5/2/2020,2,5,2020,79,12,Hungary,HU,HUN,9772756,Europe,11.33764109
5/1/2020,1,5,2020,88,11,Hungary,HU,HUN,9772756,Europe,11.25578087
4/30/2020,30,4,2020,48,12,Hungary,HU,HUN,9772756,Europe,11.49112901
4/29/2020,29,4,2020,78,9,Hungary,HU,HUN,9772756,Europe,11.74694221
4/28/2020,28,4,2020,66,11,Hungary,HU,HUN,9772756,Europe,11.6343844
4/27/2020,27,4,2020,83,8,Hungary,HU,HUN,9772756,Europe,11.51159407
4/26/2020,26,4,2020,57,10,Hungary,HU,HUN,9772756,Europe,11.15345559
4/25/2020,25,4,2020,60,12,Hungary,HU,HUN,9772756,Europe,11.59345429
4/24/2020,24,4,2020,99,25,Hungary,HU,HUN,9772756,Europe,12.20740598
4/23/2020,23,4,2020,116,0,Hungary,HU,HUN,9772756,Europe,13.34321659
4/22/2020,22,4,2020,70,12,Hungary,HU,HUN,9772756,Europe,13.02600822
4/21/2020,21,4,2020,114,14,Hungary,HU,HUN,9772756,Europe,13.10786845
4/20/2020,20,4,2020,68,10,Hungary,HU,HUN,9772756,Europe,12.6883348
4/19/2020,19,4,2020,82,17,Hungary,HU,HUN,9772756,Europe,12.1050807
4/18/2020,18,4,2020,71,16,Hungary,HU,HUN,9772756,Europe,11.82880244
4/17/2020,17,4,2020,111,14,Hungary,HU,HUN,9772756,Europe,11.66508199
4/16/2020,16,4,2020,73,8,Hungary,HU,HUN,9772756,Europe,10.91810744
4/15/2020,15,4,2020,67,12,Hungary,HU,HUN,9772756,Europe,10.78508458
4/14/2020,14,4,2020,54,13,Hungary,HU,HUN,9772756,Europe,10.43717862
4/13/2020,13,4,2020,48,10,Hungary,HU,HUN,9772756,Europe,10.34508587
4/12/2020,12,4,2020,100,14,Hungary,HU,HUN,9772756,Europe,10.25299312
4/11/2020,11,4,2020,120,8,Hungary,HU,HUN,9772756,Europe,9.89485463
4/10/2020,10,4,2020,210,11,Hungary,HU,HUN,9772756,Europe,9.10694997
4/9/2020,9,4,2020,85,8,Hungary,HU,HUN,9772756,Europe,7.35718768
4/8/2020,8,4,2020,78,11,Hungary,HU,HUN,9772756,Europe,6.84556127
4/7/2020,7,4,2020,73,9,Hungary,HU,HUN,9772756,Europe,6.44649268
4/6/2020,6,4,2020,11,4,Hungary,HU,HUN,9772756,Europe,5.90416869
4/5/2020,5,4,2020,55,2,Hungary,HU,HUN,9772756,Europe,6.15998189
4/4/2020,4,4,2020,55,6,Hungary,HU,HUN,9772756,Europe,5.88370363
4/3/2020,3,4,2020,38,5,Hungary,HU,HUN,9772756,Europe,5.5051001
4/2/2020,2,4,2020,60,1,Hungary,HU,HUN,9772756,Europe,5.23905437
4/1/2020,1,4,2020,33,4,Hungary,HU,HUN,9772756,Europe,4.86045083
3/31/2020,31,3,2020,45,1,Hungary,HU,HUN,9772756,Europe,4.5227774
3/30/2020,30,3,2020,39,2,Hungary,HU,HUN,9772756,Europe,4.17487145
3/29/2020,29,3,2020,65,2,Hungary,HU,HUN,9772756,Europe,3.85766308
3/28/2020,28,3,2020,43,1,Hungary,HU,HUN,9772756,Europe,3.25394392
3/27/2020,27,3,2020,39,0,Hungary,HU,HUN,9772756,Europe,2.90603797
3/26/2020,26,3,2020,35,0,Hungary,HU,HUN,9772756,Europe,2.53766696
3/25/2020,25,3,2020,39,2,Hungary,HU,HUN,9772756,Europe,2.189761
3/24/2020,24,3,2020,20,1,Hungary,HU,HUN,9772756,Europe,1.82138999
3/23/2020,23,3,2020,36,3,Hungary,HU,HUN,9772756,Europe,1.62697196
3/22/2020,22,3,2020,28,0,Hungary,HU,HUN,9772756,Europe,1.26883348
3/21/2020,21,3,2020,18,3,Hungary,HU,HUN,9772756,Europe,1.01302028
3/20/2020,20,3,2020,12,0,Hungary,HU,HUN,9772756,Europe,0.84929983
3/19/2020,19,3,2020,23,0,Hungary,HU,HUN,9772756,Europe,0.74697455
3/18/2020,18,3,2020,0,0,Hungary,HU,HUN,9772756,Europe,
3/17/2020,17,3,2020,11,0,Hungary,HU,HUN,9772756,Europe,
3/16/2020,16,3,2020,8,1,Hungary,HU,HUN,9772756,Europe,
3/15/2020,15,3,2020,6,0,Hungary,HU,HUN,9772756,Europe,
3/14/2020,14,3,2020,9,0,Hungary,HU,HUN,9772756,Europe,
3/13/2020,13,3,2020,3,0,Hungary,HU,HUN,9772756,Europe,
3/12/2020,12,3,2020,1,0,Hungary,HU,HUN,9772756,Europe,
3/11/2020,11,3,2020,3,0,Hungary,HU,HUN,9772756,Europe,
3/10/2020,10,3,2020,1,0,Hungary,HU,HUN,9772756,Europe,
3/9/2020,9,3,2020,1,0,Hungary,HU,HUN,9772756,Europe,
3/8/2020,8,3,2020,3,0,Hungary,HU,HUN,9772756,Europe,
3/7/2020,7,3,2020,2,0,Hungary,HU,HUN,9772756,Europe,
3/5/2020,5,3,2020,2,0,Hungary,HU,HUN,9772756,Europe,
8/10/2020,10,8,2020,3,0,Iceland,IS,ISL,356991,Europe,31.09322084
8/9/2020,9,8,2020,3,0,Iceland,IS,ISL,356991,Europe,31.37333994
8/8/2020,8,8,2020,20,0,Iceland,IS,ISL,356991,Europe,30.53298262
8/7/2020,7,8,2020,6,0,Iceland,IS,ISL,356991,Europe,25.4908387
8/6/2020,6,8,2020,8,0,Iceland,IS,ISL,356991,Europe,24.09024317
8/5/2020,5,8,2020,3,0,Iceland,IS,ISL,356991,Europe,22.12940942
8/4/2020,4,8,2020,8,0,Iceland,IS,ISL,356991,Europe,21.2890521
8/3/2020,3,8,2020,14,0,Iceland,IS,ISL,356991,Europe,19.04809925
8/2/2020,2,8,2020,8,0,Iceland,IS,ISL,356991,Europe,15.40655087
8/1/2020,1,8,2020,13,0,Iceland,IS,ISL,356991,Europe,13.72583623
7/31/2020,31,7,2020,11,0,Iceland,IS,ISL,356991,Europe,10.08428784
7/30/2020,30,7,2020,4,0,Iceland,IS,ISL,356991,Europe,7.28309677
7/29/2020,29,7,2020,3,0,Iceland,IS,ISL,356991,Europe,6.16262035
7/28/2020,28,7,2020,7,0,Iceland,IS,ISL,356991,Europe,5.88250124
7/27/2020,27,7,2020,4,0,Iceland,IS,ISL,356991,Europe,3.92166749
7/26/2020,26,7,2020,0,0,Iceland,IS,ISL,356991,Europe,2.80119107
7/25/2020,25,7,2020,2,0,Iceland,IS,ISL,356991,Europe,2.80119107
7/24/2020,24,7,2020,1,0,Iceland,IS,ISL,356991,Europe,2.24095285
7/23/2020,23,7,2020,1,0,Iceland,IS,ISL,356991,Europe,1.96083375
7/22/2020,22,7,2020,0,0,Iceland,IS,ISL,356991,Europe,1.68071464
7/21/2020,21,7,2020,0,0,Iceland,IS,ISL,356991,Europe,1.96083375
7/20/2020,20,7,2020,1,0,Iceland,IS,ISL,356991,Europe,2.52107196
7/19/2020,19,7,2020,2,0,Iceland,IS,ISL,356991,Europe,2.24095285
7/18/2020,18,7,2020,0,0,Iceland,IS,ISL,356991,Europe,1.68071464
7/17/2020,17,7,2020,1,0,Iceland,IS,ISL,356991,Europe,1.68071464
7/16/2020,16,7,2020,0,0,Iceland,IS,ISL,356991,Europe,2.80119107
7/15/2020,15,7,2020,2,0,Iceland,IS,ISL,356991,Europe,3.08131017
7/14/2020,14,7,2020,0,0,Iceland,IS,ISL,356991,Europe,3.08131017
7/13/2020,13,7,2020,0,0,Iceland,IS,ISL,356991,Europe,3.36142928
7/12/2020,12,7,2020,0,0,Iceland,IS,ISL,356991,Europe,3.64154839
7/11/2020,11,7,2020,0,0,Iceland,IS,ISL,356991,Europe,3.64154839
7/10/2020,10,7,2020,0,0,Iceland,IS,ISL,356991,Europe,4.2017866
7/9/2020,9,7,2020,0,0,Iceland,IS,ISL,356991,Europe,4.48190571
7/8/2020,8,7,2020,1,0,Iceland,IS,ISL,356991,Europe,5.04214392
7/7/2020,7,7,2020,2,0,Iceland,IS,ISL,356991,Europe,4.76202481
7/6/2020,6,7,2020,0,0,Iceland,IS,ISL,356991,Europe,4.2017866
7/5/2020,5,7,2020,0,0,Iceland,IS,ISL,356991,Europe,4.2017866
7/4/2020,4,7,2020,0,0,Iceland,IS,ISL,356991,Europe,4.2017866
7/3/2020,3,7,2020,5,0,Iceland,IS,ISL,356991,Europe,4.48190571
7/2/2020,2,7,2020,1,0,Iceland,IS,ISL,356991,Europe,3.64154839
7/1/2020,1,7,2020,2,0,Iceland,IS,ISL,356991,Europe,3.36142928
6/30/2020,30,6,2020,1,0,Iceland,IS,ISL,356991,Europe,3.08131017
6/29/2020,29,6,2020,1,0,Iceland,IS,ISL,356991,Europe,3.08131017
6/28/2020,28,6,2020,0,0,Iceland,IS,ISL,356991,Europe,2.80119107
6/27/2020,27,6,2020,2,0,Iceland,IS,ISL,356991,Europe,3.36142928
6/26/2020,26,6,2020,1,0,Iceland,IS,ISL,356991,Europe,3.08131017
6/25/2020,25,6,2020,2,0,Iceland,IS,ISL,356991,Europe,2.80119107
6/24/2020,24,6,2020,0,0,Iceland,IS,ISL,356991,Europe,2.24095285
6/23/2020,23,6,2020,0,0,Iceland,IS,ISL,356991,Europe,2.24095285
6/22/2020,22,6,2020,0,0,Iceland,IS,ISL,356991,Europe,2.24095285
6/21/2020,21,6,2020,0,0,Iceland,IS,ISL,356991,Europe,2.52107196
6/20/2020,20,6,2020,1,0,Iceland,IS,ISL,356991,Europe,2.52107196
6/19/2020,19,6,2020,2,0,Iceland,IS,ISL,356991,Europe,2.24095285
6/18/2020,18,6,2020,0,0,Iceland,IS,ISL,356991,Europe,1.68071464
6/17/2020,17,6,2020,1,0,Iceland,IS,ISL,356991,Europe,1.68071464
6/16/2020,16,6,2020,1,0,Iceland,IS,ISL,356991,Europe,1.40059553
6/15/2020,15,6,2020,0,0,Iceland,IS,ISL,356991,Europe,1.12047643
6/14/2020,14,6,2020,2,0,Iceland,IS,ISL,356991,Europe,1.12047643
6/13/2020,13,6,2020,1,0,Iceland,IS,ISL,356991,Europe,0.84035732
6/12/2020,12,6,2020,0,0,Iceland,IS,ISL,356991,Europe,0.56023821
6/11/2020,11,6,2020,0,0,Iceland,IS,ISL,356991,Europe,0.56023821
6/10/2020,10,6,2020,0,0,Iceland,IS,ISL,356991,Europe,0.84035732
6/9/2020,9,6,2020,0,0,Iceland,IS,ISL,356991,Europe,0.84035732
6/8/2020,8,6,2020,1,0,Iceland,IS,ISL,356991,Europe,0.84035732
6/7/2020,7,6,2020,0,0,Iceland,IS,ISL,356991,Europe,0.56023821
6/6/2020,6,6,2020,0,0,Iceland,IS,ISL,356991,Europe,0.84035732
6/5/2020,5,6,2020,0,0,Iceland,IS,ISL,356991,Europe,0.84035732
6/4/2020,4,6,2020,0,0,Iceland,IS,ISL,356991,Europe,0.84035732
6/3/2020,3,6,2020,0,0,Iceland,IS,ISL,356991,Europe,1.12047643
6/2/2020,2,6,2020,0,0,Iceland,IS,ISL,356991,Europe,1.12047643
6/1/2020,1,6,2020,0,0,Iceland,IS,ISL,356991,Europe,1.12047643
5/31/2020,31,5,2020,1,0,Iceland,IS,ISL,356991,Europe,1.12047643
5/30/2020,30,5,2020,0,0,Iceland,IS,ISL,356991,Europe,0.84035732
5/29/2020,29,5,2020,0,0,Iceland,IS,ISL,356991,Europe,0.84035732
5/28/2020,28,5,2020,1,0,Iceland,IS,ISL,356991,Europe,0.84035732
5/27/2020,27,5,2020,0,0,Iceland,IS,ISL,356991,Europe,0.84035732
5/26/2020,26,5,2020,0,0,Iceland,IS,ISL,356991,Europe,0.84035732
5/25/2020,25,5,2020,0,0,Iceland,IS,ISL,356991,Europe,0.84035732
5/24/2020,24,5,2020,1,0,Iceland,IS,ISL,356991,Europe,0.84035732
5/23/2020,23,5,2020,0,0,Iceland,IS,ISL,356991,Europe,0.56023821
5/22/2020,22,5,2020,0,0,Iceland,IS,ISL,356991,Europe,0.56023821
5/21/2020,21,5,2020,1,0,Iceland,IS,ISL,356991,Europe,1.12047643
5/20/2020,20,5,2020,0,0,Iceland,IS,ISL,356991,Europe,0.84035732
5/19/2020,19,5,2020,0,0,Iceland,IS,ISL,356991,Europe,0.84035732
5/18/2020,18,5,2020,0,0,Iceland,IS,ISL,356991,Europe,0.84035732
5/17/2020,17,5,2020,0,0,Iceland,IS,ISL,356991,Europe,1.12047643
5/16/2020,16,5,2020,0,0,Iceland,IS,ISL,356991,Europe,1.12047643
5/15/2020,15,5,2020,0,0,Iceland,IS,ISL,356991,Europe,1.40059553
5/14/2020,14,5,2020,1,0,Iceland,IS,ISL,356991,Europe,1.40059553
5/13/2020,13,5,2020,0,0,Iceland,IS,ISL,356991,Europe,1.68071464
5/12/2020,12,5,2020,0,0,Iceland,IS,ISL,356991,Europe,2.52107196
5/11/2020,11,5,2020,0,0,Iceland,IS,ISL,356991,Europe,2.52107196
5/10/2020,10,5,2020,0,0,Iceland,IS,ISL,356991,Europe,3.08131017
5/9/2020,9,5,2020,0,0,Iceland,IS,ISL,356991,Europe,3.36142928
5/8/2020,8,5,2020,2,0,Iceland,IS,ISL,356991,Europe,3.36142928
5/7/2020,7,5,2020,0,0,Iceland,IS,ISL,356991,Europe,3.92166749
5/6/2020,6,5,2020,0,0,Iceland,IS,ISL,356991,Europe,5.88250124
5/5/2020,5,5,2020,0,0,Iceland,IS,ISL,356991,Europe,7.28309677
5/4/2020,4,5,2020,1,0,Iceland,IS,ISL,356991,Europe,7.84333499
5/3/2020,3,5,2020,0,0,Iceland,IS,ISL,356991,Europe,10.64452605
5/2/2020,2,5,2020,1,0,Iceland,IS,ISL,356991,Europe,12.32524069
5/1/2020,1,5,2020,0,0,Iceland,IS,ISL,356991,Europe,16.24690819
4/30/2020,30,4,2020,2,0,Iceland,IS,ISL,356991,Europe,19.60833747
4/29/2020,29,4,2020,3,0,Iceland,IS,ISL,356991,Europe,21.008933
4/28/2020,28,4,2020,0,0,Iceland,IS,ISL,356991,Europe,22.68964764
4/27/2020,27,4,2020,2,0,Iceland,IS,ISL,356991,Europe,25.4908387
4/26/2020,26,4,2020,1,0,Iceland,IS,ISL,356991,Europe,28.29202977
4/25/2020,25,4,2020,0,0,Iceland,IS,ISL,356991,Europe,31.93357816
4/24/2020,24,4,2020,4,0,Iceland,IS,ISL,356991,Europe,39.49679404
4/23/2020,23,4,2020,7,0,Iceland,IS,ISL,356991,Europe,47.34012902
4/22/2020,22,4,2020,5,0,Iceland,IS,ISL,356991,Europe,53.78286848
4/21/2020,21,4,2020,2,1,Iceland,IS,ISL,356991,Europe,59.1051315
4/20/2020,20,4,2020,11,0,Iceland,IS,ISL,356991,Europe,79.83394539
4/19/2020,19,4,2020,6,1,Iceland,IS,ISL,356991,Europe,96.08085358
4/18/2020,18,4,2020,15,0,Iceland,IS,ISL,356991,Europe,109.24645159
4/17/2020,17,4,2020,12,0,Iceland,IS,ISL,356991,Europe,117.65002479
4/16/2020,16,4,2020,7,0,Iceland,IS,ISL,356991,Europe,142.02038707
4/15/2020,15,4,2020,9,0,Iceland,IS,ISL,356991,Europe,163.86967739
4/14/2020,14,4,2020,10,0,Iceland,IS,ISL,356991,Europe,175.07444165
4/13/2020,13,4,2020,12,0,Iceland,IS,ISL,356991,Europe,190.76111162
4/12/2020,12,4,2020,14,1,Iceland,IS,ISL,356991,Europe,203.36647142
4/11/2020,11,4,2020,27,1,Iceland,IS,ISL,356991,Europe,219.89349872
4/10/2020,10,4,2020,32,0,Iceland,IS,ISL,356991,Europe,236.98076422
4/9/2020,9,4,2020,30,0,Iceland,IS,ISL,356991,Europe,246.22469474
4/8/2020,8,4,2020,24,0,Iceland,IS,ISL,356991,Europe,262.75172203
4/7/2020,7,4,2020,76,2,Iceland,IS,ISL,356991,Europe,272.83600987
4/6/2020,6,4,2020,69,0,Iceland,IS,ISL,356991,Europe,257.1493399
4/5/2020,5,4,2020,53,0,Iceland,IS,ISL,356991,Europe,264.43243667
4/4/2020,4,4,2020,45,0,Iceland,IS,ISL,356991,Europe,267.51374685
4/3/2020,3,4,2020,99,2,Iceland,IS,ISL,356991,Europe,277.03779647
4/2/2020,2,4,2020,85,0,Iceland,IS,ISL,356991,Europe,271.71553344
4/1/2020,1,4,2020,49,0,Iceland,IS,ISL,356991,Europe,248.7457667
3/31/2020,31,3,2020,66,0,Iceland,IS,ISL,356991,Europe,248.46564759
3/30/2020,30,3,2020,57,0,Iceland,IS,ISL,356991,Europe,235.86028779
3/29/2020,29,3,2020,73,0,Iceland,IS,ISL,356991,Europe,231.09826298
3/28/2020,28,3,2020,88,0,Iceland,IS,ISL,356991,Europe,216.53206944
3/27/2020,27,3,2020,65,0,Iceland,IS,ISL,356991,Europe,191.88158805
3/26/2020,26,3,2020,89,0,Iceland,IS,ISL,356991,Europe,182.63765753
3/25/2020,25,3,2020,60,0,Iceland,IS,ISL,356991,Europe,161.90884364
3/24/2020,24,3,2020,20,1,Iceland,IS,ISL,356991,Europe,146.50229277
3/23/2020,23,3,2020,95,0,Iceland,IS,ISL,356991,Europe,143.70110171
3/22/2020,22,3,2020,64,0,Iceland,IS,ISL,356991,Europe,117.65002479
3/21/2020,21,3,2020,79,0,Iceland,IS,ISL,356991,Europe,102.52359303
3/20/2020,20,3,2020,80,1,Iceland,IS,ISL,356991,Europe,82.63513646
3/19/2020,19,3,2020,3,0,Iceland,IS,ISL,356991,Europe,62.74667989
3/18/2020,18,3,2020,48,0,Iceland,IS,ISL,356991,Europe,64.70751363
3/17/2020,17,3,2020,21,0,Iceland,IS,ISL,356991,Europe,54.06298758
3/16/2020,16,3,2020,40,0,Iceland,IS,ISL,356991,Europe,49.02084366
3/15/2020,15,3,2020,21,0,Iceland,IS,ISL,356991,Europe,38.37631761
3/14/2020,14,3,2020,0,0,Iceland,IS,ISL,356991,Europe,32.49381637
3/13/2020,13,3,2020,32,0,Iceland,IS,ISL,356991,Europe,32.77393548
3/12/2020,12,3,2020,15,0,Iceland,IS,ISL,356991,Europe,23.81012406
3/11/2020,11,3,2020,5,0,Iceland,IS,ISL,356991,Europe,19.60833747
3/10/2020,10,3,2020,10,0,Iceland,IS,ISL,356991,Europe,18.20774193
3/9/2020,9,3,2020,2,0,Iceland,IS,ISL,356991,Europe,15.40655087
3/8/2020,8,3,2020,10,0,Iceland,IS,ISL,356991,Europe,14.84631265
3/7/2020,7,3,2020,8,0,Iceland,IS,ISL,356991,Europe,12.04512159
3/6/2020,6,3,2020,9,0,Iceland,IS,ISL,356991,Europe,9.80416873
